Ticks,M1 Speed,M1 Current,VelPID Derivative
9973.000000,105.477936,-205.301682,-0.179591
9983.000000,103.545036,-120.868164,-0.206243
9993.000000,101.380135,-28.257385,-0.226180
10003.000000,99.132568,66.456467,-0.223411
10033.000000,93.394722,320.447174,-0.177483
10053.000000,90.215530,445.177368,-0.141925
10063.000000,88.873428,497.186066,-0.126914
10073.000000,87.673279,543.693970,-0.113491
10083.000000,86.600067,585.282715,-0.101487
10093.000000,85.986557,594.993774,-0.023396
10103.000000,85.891205,593.575134,0.003571
10113.000000,85.876335,596.127136,-0.006270
10123.000000,85.817047,598.424500,-0.005606
10133.000000,85.764030,600.479248,-0.005014
10153.000000,85.674225,603.958984,-0.004008
10163.000000,86.265762,555.466553,0.118881
10173.000000,87.538734,500.092773,0.135255
10183.000000,88.937920,440.990479,0.144329
10193.000000,90.374283,382.423248,0.142981
10203.000000,91.726372,330.027527,0.127859
10213.000000,92.935448,283.173828,0.114335
10223.000000,94.016647,241.275589,0.102242
10233.000000,95.092209,195.179077,0.112582
10243.000000,96.125351,156.421417,0.094551
10273.000000,98.536095,66.604210,0.049339
10283.000000,99.002663,48.523785,0.044121
10293.000000,99.348358,38.033340,0.025537
10303.000000,99.481125,37.304882,0.001683
10313.000000,99.485588,37.596569,-0.000722
10323.000000,99.312820,51.032856,-0.032932
10333.000000,98.849762,75.137413,-0.058953
10343.000000,98.378120,89.927490,-0.036017
10353.000000,98.011772,105.169899,-0.037218
10363.000000,97.565414,126.302811,-0.051652
10373.000000,96.991142,152.043472,-0.062888
10383.000000,96.385002,175.997604,-0.058464
10393.000000,95.849312,196.058823,-0.048940
10403.000000,95.329292,218.535004,-0.054897
10413.000000,94.815887,238.197891,-0.047977
10423.000000,94.427994,250.556244,-0.030100
10433.000000,94.143364,261.586151,-0.026916
10443.000000,93.737190,283.485931,-0.053573
10453.000000,93.284950,298.802856,-0.037330
10463.000000,92.931946,312.482452,-0.033382
10473.000000,92.633438,333.067657,-0.023707
10493.000000,92.158562,341.754883,-0.021199
10503.000000,91.892281,354.746948,-0.031761
10513.000000,91.809387,349.126129,0.013905
10523.000000,91.869354,349.707825,-0.001482
10533.000000,91.855339,350.250854,-0.001325
10543.000000,91.842804,350.736725,-0.001186
10553.000000,91.831596,351.171021,-0.001060
10563.000000,91.821579,351.559296,-0.000948
10573.000000,92.110168,328.288391,0.057046
10583.000000,92.572365,313.515442,0.035983
10593.000000,93.001328,293.289673,0.049433
10603.000000,93.560341,267.907471,0.062019
10613.000000,94.146812,245.180801,0.055459
10623.000000,94.671249,224.857758,0.049593
10633.000000,95.140221,206.684479,0.044347
10643.000000,95.576759,189.070389,0.042998
10653.000000,95.977638,173.768295,0.037336
10663.000000,96.293510,163.038727,0.026151
10673.000000,96.392021,165.264877,-0.005562
10683.000000,96.442429,159.127441,0.015067
10693.000000,96.584900,153.606384,0.013473
10703.000000,96.712303,148.669373,0.012048
10713.000000,96.663147,157.199036,-0.020956
10723.000000,96.485001,163.289063,-0.014844
10733.000000,96.241638,176.903809,-0.033313
10743.000000,95.926613,189.111450,-0.029790
10753.000000,95.561935,206.613907,-0.042783
10763.000000,95.077255,228.650467,-0.053844
10773.000000,94.568085,248.381683,-0.048149
10783.000000,93.597763,306.903992,-0.143257
10813.000000,89.087051,499.136017,-0.181107
10823.000000,87.271439,573.677979,-0.181991
10833.000000,85.659180,631.739197,-0.141589
10843.000000,84.320259,683.624695,-0.126614
10853.000000,82.762451,758.637024,-0.183363
10863.000000,80.922638,834.233154,-0.184566
10873.000000,79.111511,907.090698,-0.177848
10883.000000,77.429718,972.263123,-0.159037
10893.000000,75.845680,1036.901367,-0.157803
10903.000000,74.462158,1086.098633,-0.119959
10913.000000,73.327774,1130.058228,-0.107272
10923.000000,72.482178,1155.969116,-0.063082
10933.000000,71.854172,1181.583740,-0.062534
10943.000000,71.222771,1207.678955,-0.063714
10953.000000,70.666054,1227.393066,-0.048067
10963.000000,70.457558,1225.477051,0.004890
10973.000000,70.503799,1223.685181,0.004372
10983.000000,70.545143,1222.082886,0.003910
10993.000000,70.954063,1156.286865,0.085096
11013.000000,72.564857,1125.103027,0.076096
11023.000000,73.284447,1097.217651,0.068047
11033.000000,73.927933,1072.281494,0.060851
11043.000000,74.503357,1049.983154,0.054414
11053.000000,75.017921,1030.042725,0.048660
11063.000000,75.646866,998.812805,0.076356
11073.000000,76.265915,979.007751,0.048240
11083.000000,76.765007,957.923645,0.051488
11093.000000,77.251900,939.055725,0.046043
11103.000000,77.687286,922.183594,0.041172
11113.000000,78.076630,907.095886,0.036818
11123.000000,78.276016,905.413269,0.003976
11133.000000,78.270706,907.362366,-0.004794
11143.000000,78.242538,907.756470,-0.000947
11153.000000,78.227867,908.557678,-0.001960
11163.000000,78.011917,924.945679,-0.040163
11173.000000,77.632118,939.663269,-0.035915
11183.000000,77.292496,952.824463,-0.032117
11193.000000,76.671211,989.801331,-0.090509
11203.000000,75.798149,1024.331299,-0.084277
11213.000000,74.772308,1073.382568,-0.119897
11223.000000,73.621353,1118.681274,-0.110555
11233.000000,72.415680,1171.912231,-0.130036
11243.000000,69.623260,1286.747681,-0.132358
11263.000000,68.125587,1354.780762,-0.166232
11273.000000,66.459213,1423.191040,-0.167020
11283.000000,64.782532,1492.117065,-0.168282
11293.000000,63.156860,1556.509277,-0.157163
11303.000000,61.622028,1617.962524,-0.150004
11313.000000,60.126286,1679.063232,-0.149168
11323.000000,58.572636,1745.080933,-0.161224
11333.000000,57.191086,1792.807007,-0.116339
11343.000000,56.048023,1838.846069,-0.112384
11353.000000,54.996719,1879.121094,-0.098271
11363.000000,54.116070,1911.271851,-0.078414
11373.000000,53.386002,1939.098267,-0.067894
11383.000000,52.463585,1986.233643,-0.115266
11393.000000,51.373585,2028.473022,-0.103075
11413.000000,49.967606,2097.583496,-0.046417
11433.000000,48.974274,2114.593018,-0.041508
11443.000000,48.730537,2117.994385,-0.008171
11453.000000,48.653271,2120.988525,-0.007307
11463.000000,48.584179,2123.666016,-0.006534
11473.000000,48.439419,2132.646484,-0.021986
11483.000000,48.314480,2134.117432,-0.003517
11493.000000,48.221134,2140.175293,-0.014835
11503.000000,48.080845,2145.611816,-0.013266
11513.000000,47.955395,2150.473389,-0.011863
11523.000000,48.232323,2123.935059,0.065099
11533.000000,48.847919,2100.079590,0.058213
11543.000000,49.558628,2066.029785,0.083230
11553.000000,50.371429,1968.722168,0.158432
11573.000000,53.064278,1911.118896,0.140562
11583.000000,54.393482,1859.609863,0.125695
11593.000000,55.582100,1813.548950,0.112400
11603.000000,56.645004,1772.359741,0.100512
11613.000000,59.103291,1615.845581,0.383245
11623.000000,63.188046,1438.841675,0.432335
11633.000000,67.539589,1259.519165,0.437821
11643.000000,72.134712,1062.970459,0.480024
11653.000000,76.759842,880.251770,0.445954
11663.000000,80.976952,716.831726,0.398786
11673.000000,85.154312,538.447754,0.435655
11683.000000,89.565865,355.637512,0.446357
11693.000000,93.938431,180.033188,0.428651
11703.000000,98.052010,18.184612,0.395003
11713.000000,101.761566,-130.180130,0.348215
11723.000000,104.882759,-254.371872,0.277986
11733.000000,107.528664,-371.943481,0.251923
11743.000000,109.910957,-466.815826,0.225279
11753.000000,111.477646,-504.630768,0.091788
11763.000000,112.131042,-521.234131,0.040330
11773.000000,112.289253,-518.299500,-0.007355
11783.000000,111.933578,-492.893799,-0.062245
11793.000000,111.158997,-455.322876,-0.091844
11803.000000,110.135979,-409.402802,-0.112191
11813.000000,108.889091,-353.528900,-0.136508
11823.000000,107.209106,-272.619934,-0.197777
11833.000000,105.049881,-177.207443,-0.233082
11843.000000,102.779961,-86.571159,-0.221233
11853.000000,100.576309,4.160948,-0.219544
11863.000000,98.414383,95.720215,-0.213023
11873.000000,96.294090,189.938263,-0.211089
11883.000000,94.297943,278.137726,-0.188763
11893.000000,92.432816,362.740631,-0.184385
11903.000000,90.689201,430.308502,-0.164883
11913.000000,89.130005,490.730225,-0.147444
11923.000000,87.735718,544.761414,-0.131850
11933.000000,86.488899,593.077698,-0.117904
11943.000000,85.373955,636.283752,-0.105434
11953.000000,84.594376,657.660400,-0.051975
11963.000000,84.306015,660.582581,-0.006954
11973.000000,84.449112,646.553223,0.034417
12003.000000,85.325882,612.576782,0.024611
12013.000000,85.558617,603.557861,0.022009
12023.000000,85.766731,595.493103,0.019680
12033.000000,86.642365,533.550110,0.151756
12043.000000,88.191872,468.855011,0.157972
12053.000000,89.762962,404.834412,0.156293
12063.000000,91.318192,341.428833,0.154793
12073.000000,92.781975,284.704559,0.138422
12083.000000,94.090935,233.979919,0.123781
12093.000000,95.332985,182.943161,0.124605
12103.000000,96.571381,132.511978,0.123117
12113.000000,97.658371,93.527565,0.095065
12123.000000,98.491531,63.914486,0.072206
12133.000000,99.214401,34.274746,0.072363
12143.000000,99.827164,13.313419,0.050793
12153.000000,100.307480,-6.164907,0.045420
12163.000000,100.588219,-12.056867,0.011670
12173.000000,100.609879,-10.238001,-0.033376
12193.000000,99.966530,25.470745,-0.053783
12203.000000,99.432182,48.576607,-0.053104
12213.000000,98.829865,77.535522,-0.066972
12223.000000,98.196556,102.077141,-0.059888
12233.000000,97.570152,128.792419,-0.065244
12243.000000,96.755760,168.370804,-0.096753
12253.000000,95.726379,265.719818,-0.129011
12273.000000,93.237343,319.127563,-0.130396
12283.000000,91.938469,372.134460,-0.129407
12293.000000,90.714737,419.556244,-0.115721
12303.000000,89.597549,463.778717,-0.107934
12313.000000,88.287910,526.268738,-0.152743
12323.000000,86.803467,585.420532,-0.144380
12333.000000,85.346596,645.596069,-0.146923
12343.000000,83.851372,707.838745,-0.151980
12353.000000,82.580132,750.360474,-0.103619
12363.000000,81.500130,796.279907,-0.112142
12373.000000,80.233665,853.726196,-0.140363
12383.000000,78.986458,898.803284,-0.109930
12393.000000,77.946922,939.086975,-0.098302
12403.000000,77.017334,975.109924,-0.087905
12413.000000,76.186066,1007.322998,-0.078608
12423.000000,75.442719,1036.129150,-0.070294
12433.000000,74.777992,1061.888550,-0.062859
12443.000000,74.415321,1066.528320,-0.011121
12453.000000,74.407433,1062.881836,0.008983
12463.000000,74.389374,1067.765869,-0.012008
12473.000000,74.384552,1063.536377,0.010416
12483.000000,74.483040,1059.719482,0.009314
12493.000000,74.571121,1056.306396,0.008329
12503.000000,74.649879,1053.254272,0.007448
12513.000000,74.748924,1048.254028,0.012227
12523.000000,74.864548,1043.773438,0.010934
12563.000000,76.120232,988.953430,0.028089
12573.000000,76.385849,978.660461,0.025117
12583.000000,76.508926,978.539917,0.000195
12593.000000,76.270432,997.544861,-0.046586
12603.000000,76.004425,1000.763489,-0.007703
12613.000000,75.602562,1029.702148,-0.070904
12623.000000,74.846230,1062.498413,-0.080106
12633.000000,74.088722,1091.852905,-0.071632
12643.000000,73.328369,1124.688477,-0.080199
12653.000000,71.236847,1213.525757,-0.096248
12673.000000,70.123558,1264.919800,-0.125591
12683.000000,68.858673,1317.074585,-0.127338
12693.000000,67.780403,1353.745117,-0.089376
12703.000000,66.898033,1389.449341,-0.087160
12713.000000,66.039482,1424.114502,-0.084621
12723.000000,65.244995,1454.669678,-0.074557
12733.000000,64.474144,1487.214844,-0.079475
12743.000000,63.702564,1517.928467,-0.074966
12753.000000,63.282623,1522.462769,-0.010814
12763.000000,63.108837,1532.103149,-0.023587
12773.000000,62.842876,1544.152832,-0.029442
12783.000000,62.564461,1554.942017,-0.026328
12793.000000,62.544380,1546.421997,0.020990
12803.000000,62.820122,1532.598389,0.033800
12813.000000,63.254192,1511.128418,0.052492
12823.000000,63.862156,1483.035889,0.068650
12833.000000,64.597168,1451.066040,0.078089
12843.000000,65.335609,1422.450317,0.069830
12853.000000,66.121841,1386.868774,0.086938
12863.000000,66.812347,1365.456665,0.052136
12873.000000,67.497055,1331.135986,0.083918
12883.000000,68.290619,1300.383789,0.075043
12893.000000,69.000252,1272.884521,0.067105
12903.000000,69.634827,1248.293457,0.060008
12913.000000,70.202286,1226.303711,0.053661
12923.000000,70.498001,1223.444824,0.006792
12933.000000,70.759644,1205.285889,0.044484
12943.000000,71.031525,1200.794189,0.010831
12953.000000,71.050987,1203.410645,-0.006457
12963.000000,70.989922,1205.776733,-0.005774
12973.000000,70.935326,1207.892700,-0.005164
12983.000000,70.886497,1209.784546,-0.004617
12993.000000,70.842834,1211.476563,-0.004129
13003.000000,70.586349,1230.249268,-0.045999
13013.000000,70.303001,1235.069336,-0.011630
13023.000000,69.946968,1258.861938,-0.058274
13033.000000,69.538963,1268.861450,-0.024277
13043.000000,69.069061,1296.833984,-0.068469
13053.000000,68.421585,1321.924683,-0.061227
13063.000000,67.825424,1345.724243,-0.058092
13073.000000,67.384811,1358.382080,-0.030794
13083.000000,67.039253,1373.981567,-0.038114
13093.000000,66.661667,1389.310913,-0.037422
13103.000000,66.488029,1388.717285,0.001605
13113.000000,66.351578,1400.165283,-0.028068
13143.000000,65.599266,1424.204346,0.006248
13153.000000,65.658356,1421.914795,0.005587
13163.000000,65.748383,1416.915039,0.012233
13173.000000,65.786812,1418.563965,-0.004091
13183.000000,65.716652,1422.561035,-0.009782
13193.000000,65.798683,1412.292480,0.025210
13203.000000,66.137215,1395.106079,0.042027
13213.000000,66.403030,1390.151855,0.011975
13223.000000,66.667908,1373.727173,0.040212
13233.000000,66.890800,1371.481934,0.005342
13243.000000,67.230293,1346.587524,0.061000
13253.000000,67.830025,1322.416992,0.059002
13263.000000,68.387970,1300.795410,0.052762
13283.000000,69.028091,1279.825317,0.026176
13293.000000,69.275620,1270.233276,0.023407
13303.000000,69.496964,1261.655518,0.020932
13313.000000,69.694908,1253.984985,0.018718
13323.000000,69.954880,1240.540039,0.032881
13333.000000,70.265816,1228.490601,0.029404
13343.000000,70.489510,1222.030396,0.015717
13353.000000,70.764023,1206.278687,0.038548
13363.000000,71.128555,1192.152710,0.034471
13373.000000,71.454521,1179.520752,0.030825
13383.000000,71.746017,1168.224731,0.027565
13393.000000,72.006683,1158.123779,0.024649
13403.000000,72.239777,1149.090698,0.022043
13413.000000,72.471107,1139.196777,0.024164
13423.000000,72.579445,1139.879883,-0.001772
13433.000000,72.642799,1134.170044,0.014003
13443.000000,72.775215,1129.038940,0.012521
13453.000000,72.893623,1124.450439,0.011197
13463.000000,72.999512,1120.347290,0.010013
13473.000000,72.948280,1128.259888,-0.019436
13483.000000,72.790230,1133.338379,-0.012370
13493.000000,72.678970,1137.417603,-0.009949
13503.000000,72.398918,1155.824829,-0.045080
13523.000000,71.821327,1175.069214,-0.022726
13533.000000,71.606430,1183.397217,-0.020322
13543.000000,71.500084,1184.031250,-0.001472
13553.000000,71.294464,1199.786621,-0.038614
13563.000000,71.095268,1200.764648,-0.002242
13573.000000,70.979637,1209.080933,-0.020376
13583.000000,70.935738,1204.738403,0.010726
13593.000000,70.939888,1208.529297,-0.009335
13603.000000,70.851616,1211.949951,-0.008347
13613.000000,70.821312,1211.148560,0.001998
13623.000000,70.845932,1209.961914,0.002901
13633.000000,70.916283,1205.492554,0.010944
13643.000000,71.074127,1197.167358,0.020363
13653.000000,71.103607,1202.649902,-0.013521
13663.000000,71.107361,1197.157959,0.013516
13673.000000,71.163643,1197.882568,-0.001830
13683.000000,71.140610,1199.007568,-0.002750
13693.000000,71.180412,1194.791870,0.010345
13723.000000,71.236534,1197.984131,-0.004290
13743.000000,71.095253,1202.508301,-0.011073
13753.000000,70.990547,1206.566162,-0.009902
13763.000000,71.180161,1187.711670,0.046256
13773.000000,71.617577,1170.761353,0.041363
13783.000000,71.965805,1159.010010,0.028639
13793.000000,72.236626,1148.515625,0.025609
13803.000000,72.478798,1139.130859,0.022901
13813.000000,72.695358,1130.738770,0.020479
13823.000000,72.920486,1120.736206,0.024436
13833.000000,72.948425,1127.905640,-0.017672
13843.000000,72.792755,1133.473022,-0.013576
13853.000000,72.664375,1138.448120,-0.012141
13863.000000,72.549576,1142.896851,-0.010856
13873.000000,72.446915,1146.875244,-0.009708
13883.000000,72.355110,1150.432617,-0.008681
13893.000000,72.181465,1160.881226,-0.025577
13903.000000,72.071213,1159.806885,0.002736
13913.000000,71.971191,1168.796997,-0.022047
13923.000000,71.811348,1173.015259,-0.010252
13933.000000,71.714401,1176.772461,-0.009168
13943.000000,71.627708,1180.131836,-0.008198
13953.000000,71.550179,1183.135986,-0.007331
13963.000000,71.343521,1196.723145,-0.033276
13973.000000,71.263466,1190.295044,0.015891
13983.000000,71.227760,1199.233276,-0.021973
13993.000000,71.008530,1208.193726,-0.021876
14003.000000,70.858879,1211.668335,-0.008429
14013.000000,70.779175,1214.757324,-0.007538
14023.000000,70.756538,1213.658691,0.002723
14033.000000,70.902451,1203.122559,0.025816
14043.000000,70.906235,1212.738892,-0.023676
14053.000000,70.833992,1209.378540,0.008332
14063.000000,70.841255,1212.002686,-0.006466
14073.000000,70.845917,1209.148926,0.007021
14083.000000,71.006729,1199.081543,0.024649
14093.000000,71.239822,1190.049194,0.022041
14103.000000,71.442535,1182.426025,0.018597
14113.000000,71.529701,1182.651123,-0.000626
14123.000000,71.503746,1184.470459,-0.004457
14133.000000,71.527405,1180.880371,0.008818
14143.000000,71.473457,1188.550049,-0.018835
14153.000000,71.272461,1197.268799,-0.021296
14163.000000,71.202690,1194.625977,0.006564
14173.000000,71.133141,1202.667603,-0.019738
14183.000000,71.106712,1197.183105,0.013523
14193.000000,71.097260,1203.128174,-0.003617
14213.000000,71.104988,1195.506592,0.022372
14223.000000,71.239304,1193.439575,0.004977
14233.000000,71.375053,1184.576050,0.021706
14243.000000,71.640404,1171.852783,0.031100
14253.000000,71.900169,1163.180786,0.021132
14263.000000,72.117165,1154.074707,0.022236
14273.000000,72.327438,1145.926270,0.019884
14283.000000,72.515472,1138.639648,0.017781
14293.000000,72.683617,1132.123413,0.015901
14303.000000,73.337540,1086.327148,0.112193
14333.000000,78.442818,864.895020,0.174591
14353.000000,81.570198,743.703674,0.139613
14363.000000,82.890427,692.542603,0.124846
14373.000000,84.932213,578.435791,0.279198
14383.000000,87.864258,452.958862,0.306449
14393.000000,90.799347,337.708252,0.281273
14403.000000,93.482063,232.818710,0.255977
14413.000000,95.902687,139.015289,0.228904
14423.000000,98.067284,55.133434,0.204693
14433.000000,100.002937,-21.338829,0.183043
14443.000000,101.748169,-93.740479,0.166467
14453.000000,103.116348,-144.363297,0.108780
14463.000000,103.990509,-179.035629,0.067214
14473.000000,104.597504,-209.362289,0.054539
14483.000000,104.855743,-215.012756,-0.001330
14503.000000,104.831924,-214.089493,-0.001064
14513.000000,104.432755,-182.814301,-0.076658
14523.000000,103.533318,-140.870071,-0.102506
14533.000000,102.460976,-95.130768,-0.111705
14543.000000,101.278763,-44.204037,-0.124384
14553.000000,100.002403,10.361892,-0.130711
14563.000000,98.717705,65.229218,-0.126350
14573.000000,97.374115,128.771790,-0.141933
14583.000000,95.977585,192.783356,-0.137498
14593.000000,94.677353,252.869415,-0.122955
14603.000000,93.425949,310.773071,-0.127207
14613.000000,92.097137,367.380615,-0.138246
14623.000000,90.889961,410.092407,-0.104140
14633.000000,89.970970,443.031769,-0.080323
14643.000000,89.348740,461.565399,-0.045107
14663.000000,88.687584,480.793976,-0.005335
14673.000000,88.742989,474.346802,0.015825
14683.000000,88.749580,479.902496,-0.013682
14693.000000,88.811897,469.700653,0.025062
14703.000000,89.174782,450.524261,0.046905
14713.000000,89.618332,433.335815,0.041944
14723.000000,90.075050,413.196442,0.049197
14733.000000,90.451584,402.208099,0.026737
14743.000000,90.704422,392.410339,0.023909
14753.000000,90.930519,383.648712,0.021381
14763.000000,91.375893,356.510345,0.066436
14773.000000,92.004143,332.164764,0.059409
14783.000000,92.565933,310.394165,0.053126
14793.000000,93.082619,289.790771,0.050290
14803.000000,93.664040,262.959229,0.065568
14813.000000,94.332718,235.071198,0.068096
14823.000000,94.976662,210.117203,0.060894
14833.000000,95.552498,187.802597,0.054453
14843.000000,96.067429,167.847855,0.048695
14853.000000,96.527901,150.004089,0.043543
14863.000000,96.776581,146.992065,0.007208
14893.000000,97.027710,134.238480,0.019704
14903.000000,97.214050,127.017555,0.017621
14913.000000,97.380676,120.560448,0.015757
14923.000000,97.529678,114.786156,0.014091
14933.000000,97.362511,133.468262,-0.045850
14943.000000,96.748680,164.577194,-0.076070
14953.000000,96.035049,191.999374,-0.066912
14963.000000,95.499588,208.797592,-0.040907
14973.000000,95.075554,226.740646,-0.043818
14983.000000,94.661194,242.797928,-0.039184
14993.000000,94.290657,257.156616,-0.035039
15003.000000,94.002235,266.590424,-0.022984
15013.000000,93.779175,275.466644,-0.021665
15023.000000,93.591461,282.043365,-0.016034
15033.000000,93.422676,289.281616,-0.017678
15043.000000,93.261223,295.305542,-0.014695
15063.000000,92.908615,310.248291,-0.017227
15073.000000,92.722832,318.377716,-0.019858
15083.000000,92.600845,320.431519,-0.004955
15093.000000,92.591194,319.294525,0.002807
15103.000000,92.634895,316.903595,0.005849
15113.000000,92.733131,311.353424,0.013581
15123.000000,92.873001,305.468506,0.014371
15133.000000,93.008904,300.202240,0.012851
15143.000000,93.153313,293.676086,0.015945
15153.000000,93.269768,290.557983,0.007579
15163.000000,93.418686,270.024292,0.028407
15183.000000,93.910698,261.885254,0.019836
15193.000000,94.026749,260.293701,0.003822
15203.000000,94.128693,253.669968,0.016221
15213.000000,94.342163,242.956909,0.026195
15223.000000,94.690018,225.409302,0.042908
15233.000000,95.095772,209.685623,0.038370
15243.000000,95.458611,195.624908,0.034312
15253.000000,95.783073,183.051468,0.030682
15263.000000,96.073212,171.808029,0.027437
15273.000000,96.221092,170.610504,0.002825
15283.000000,96.007469,188.651520,-0.044234
15293.000000,95.697899,196.231033,-0.018401
15303.000000,95.509583,204.109985,-0.019239
15313.000000,95.327652,211.160202,-0.017204
15323.000000,95.164963,217.464722,-0.015385
15333.000000,95.019478,223.102402,-0.013757
15343.000000,94.903694,227.008102,-0.009518
15353.000000,94.776482,233.448517,-0.015749
15363.000000,94.556030,244.897186,-0.028000
15373.000000,94.302696,254.249435,-0.022812
15383.000000,94.086983,262.608704,-0.020399
15393.000000,93.894081,270.084106,-0.018242
15403.000000,93.721581,276.768524,-0.016312
15413.000000,93.604523,279.793823,-0.007350
15423.000000,93.492104,285.893921,-0.014923
15433.000000,93.313797,294.314667,-0.020581
15463.000000,93.332603,289.866425,-0.001954
15473.000000,93.314125,290.582397,-0.001747
15483.000000,93.271851,293.266693,-0.006573
15493.000000,93.269783,290.906036,0.005813
15503.000000,93.278969,292.409790,-0.003709
15513.000000,93.261063,292.406219,0.000024
15523.000000,93.327087,287.174408,0.012824
15533.000000,93.419754,284.745850,0.005901
15543.000000,93.564247,275.543091,0.022534
15553.000000,93.811668,264.560455,0.026830
15563.000000,93.953812,263.585236,0.002283
15573.000000,94.009727,260.023621,0.008721
15583.000000,94.020668,262.505249,-0.006118
15593.000000,94.120178,252.256760,0.025146
15603.000000,94.375137,241.679428,0.025826
15613.000000,94.619362,232.215271,0.023095
15623.000000,94.849197,222.843674,0.022879
15633.000000,94.951103,223.543854,-0.001808
15643.000000,94.911118,226.023132,-0.006070
15653.000000,94.948135,220.753021,0.012943
15663.000000,95.124886,211.695602,0.022150
15673.000000,95.196640,213.563828,-0.002200
15693.000000,95.075699,222.318237,-0.021450
15703.000000,94.907196,227.453522,-0.012502
15713.000000,94.788979,232.034744,-0.011179
15723.000000,94.683266,236.131363,-0.009997
15733.000000,94.588730,239.794662,-0.008939
15743.000000,94.504196,243.070587,-0.007994
15753.000000,94.428604,245.999786,-0.007148
15763.000000,94.409637,244.758728,0.003071
15773.000000,94.398628,246.812927,-0.005048
15783.000000,94.230728,258.200500,-0.027893
15793.000000,93.966957,268.422211,-0.024944
15803.000000,93.731087,277.562469,-0.022305
15813.000000,93.520164,285.736328,0.012224
15833.000000,93.624527,274.485779,0.015385
15843.000000,93.735672,271.573425,0.007077
15853.000000,93.808319,268.525879,0.007442
15863.000000,93.867249,266.707184,0.004428
15873.000000,93.909126,265.084564,0.003960
15883.000000,93.946571,263.633545,0.003541
15893.000000,93.954300,264.379730,-0.001843
15903.000000,93.979790,261.648743,0.006702
15913.000000,94.180489,248.292282,0.032713
15923.000000,94.449776,239.484161,0.021459
15933.000000,94.615517,234.572662,0.011953
15943.000000,94.679909,234.052887,0.001226
15953.000000,94.691498,233.603928,0.001096
15963.000000,94.701859,233.202484,0.000980
15973.000000,94.716850,232.389145,0.001990
15983.000000,94.767136,229.161957,0.007903
15993.000000,94.859032,224.903244,0.010407
16003.000000,94.868744,228.130035,-0.007951
16013.000000,94.833618,227.864182,0.000684
16023.000000,94.794304,231.247284,-0.008295
16033.000000,94.715858,234.286850,-0.007417
16063.000000,94.663910,236.067535,-0.005659
16073.000000,94.550308,242.910629,-0.016751
16083.000000,94.403351,248.140915,-0.012753
16093.000000,94.288475,252.359955,-0.010291
16103.000000,94.185440,256.584930,-0.010315
16113.000000,94.039253,264.225891,-0.018688
16123.000000,93.994148,260.627319,0.008896
16133.000000,94.023903,265.368591,-0.009025
16153.000000,93.928078,264.815033,0.001393
16163.000000,94.007057,259.081085,0.014050
16173.000000,94.079826,258.701996,0.000873
16183.000000,94.171051,251.796112,0.016924
16193.000000,94.331093,245.594116,0.015134
16203.000000,94.474213,240.048355,0.013533
16213.000000,94.602188,235.088821,0.012103
16223.000000,94.716629,230.654236,0.010822
16233.000000,94.818970,226.688293,-0.005263
16253.000000,94.843552,226.432983,0.005871
16263.000000,94.821815,230.413620,-0.009781
16273.000000,94.729324,233.997482,-0.008746
16283.000000,94.646622,237.202438,-0.007821
16293.000000,94.572662,240.068481,-0.006994
16303.000000,94.506531,242.631561,-0.006255
16313.000000,94.410194,247.875488,-0.012829
16323.000000,94.283150,253.030884,-0.012585
16333.000000,94.207054,254.236420,-0.002905
16343.000000,94.196754,253.938339,0.000742
16353.000000,94.203781,253.666031,0.000665
16363.000000,94.210060,253.422791,0.000594
16373.000000,94.215675,253.205200,0.000531
16383.000000,94.177780,256.417023,-0.007875
16393.000000,94.037506,264.526184,-0.019846
16403.000000,93.909920,267.029388,-0.006056
16413.000000,93.835480,270.611511,-0.008756
16423.000000,93.709763,277.226563,-0.016180
16433.000000,93.659760,274.980011,0.005572
16443.000000,93.712448,272.938416,0.004982
16453.000000,93.765282,270.658447,0.005569
16463.000000,93.792191,270.661743,-0.000031
16473.000000,93.769012,272.489777,-0.004481
16483.000000,93.792450,268.908417,0.008797
16493.000000,93.912834,262.732513,0.015103
16503.000000,93.964096,264.465088,-0.004308
16513.000000,93.857552,271.267029,-0.016656
16523.000000,93.903191,261.246552,0.024629
16533.000000,94.058846,258.352661,0.006995
16543.000000,94.202240,249.657639,0.021285
16553.000000,94.343437,246.626968,0.007343
16563.000000,94.412880,243.936020,0.006567
16573.000000,94.535057,236.760590,0.017562
16583.000000,94.701134,230.324722,0.015705
16593.000000,94.875397,222.525833,0.019054
16603.000000,95.001213,219.858337,0.006462
16613.000000,95.062317,217.490662,0.005778
16623.000000,95.099792,216.735748,0.001827
16633.000000,95.117073,216.066055,0.001634
16643.000000,95.078163,219.782181,-0.009116
16673.000000,94.729881,233.976227,-0.008752
16683.000000,94.647118,237.183365,-0.007826
16693.000000,94.573105,240.051605,-0.006999
16703.000000,94.506920,242.616257,-0.006258
16713.000000,94.447739,244.909531,-0.005596
16723.000000,94.291817,255.136093,-0.025045
16733.000000,94.120789,259.090454,-0.009592
16743.000000,94.113052,256.019531,0.007566
16753.000000,94.184593,253.247269,0.006765
16763.000000,94.248573,250.767990,0.006050
16773.000000,94.305779,248.550995,0.005410
16783.000000,94.356941,246.568497,0.004838
16793.000000,94.385521,246.158432,0.000986
16803.000000,94.197433,261.466888,-0.037528
16813.000000,93.968437,265.226654,-0.009065
16823.000000,93.965683,261.963104,0.008036
