Ticks,M1 Speed,M1 Current,VelPID Derivative
7773.000000,93.217239,290.268860,0.019940
7783.000000,93.405800,282.961975,0.017831
7793.000000,93.574409,276.427948,0.015945
7803.000000,93.647942,276.716797,-0.000772
7813.000000,93.712173,271.321930,0.013227
7823.000000,93.974579,255.574356,0.038548
7833.000000,94.299049,244.627716,0.026678
7843.000000,94.545601,235.305954,0.022742
7853.000000,94.674828,233.784958,0.003637
7863.000000,94.709221,232.452148,0.003252
7873.000000,94.814362,225.355911,0.017381
7883.000000,94.935814,222.392975,0.007193
7893.000000,95.058197,215.441879,0.017010
7903.000000,95.158958,213.977890,0.003520
7913.000000,95.149330,216.094543,-0.005202
7923.000000,95.088692,218.909302,-0.006879
7943.000000,94.656723,240.065567,-0.024416
7953.000000,94.540268,239.929077,0.000433
7963.000000,94.581558,236.818359,0.007623
7973.000000,94.573532,240.383377,-0.008769
7983.000000,94.510635,242.007233,-0.003945
7993.000000,94.447578,245.496887,-0.008538
8003.000000,94.415474,244.765121,0.001828
8033.000000,94.121246,259.072662,-0.009598
8053.000000,94.026581,259.602936,0.007355
8063.000000,94.036057,261.676575,-0.005112
8073.000000,93.987709,263.550262,-0.004572
8083.000000,93.904419,268.404846,-0.011881
8093.000000,93.737701,277.073944,-0.021202
8103.000000,93.537209,284.843262,-0.018959
8113.000000,93.357925,291.790924,-0.016954
8123.000000,93.197601,298.003540,-0.015160
8133.000000,93.054230,303.559296,-0.013557
8143.000000,92.926033,308.527588,-0.012124
8163.000000,89.833344,478.467926,-0.231248
8173.000000,87.549286,570.930725,-0.225717
8183.000000,85.414818,653.644836,-0.201843
8193.000000,83.154190,755.543884,-0.248965
8203.000000,80.799873,846.777649,-0.222633
8213.000000,78.694572,928.361877,-0.199086
8223.000000,75.985077,1066.948730,-0.338906
8233.000000,72.814575,1188.416138,-0.296381
8243.000000,70.163521,1284.989014,-0.235530
8253.000000,68.019226,1364.713867,-0.194476
8263.000000,66.180191,1435.979736,-0.155513
8283.000000,63.065067,1556.695801,-0.139065
8293.000000,63.134792,1497.740356,0.145071
8303.000000,65.055969,1400.975830,0.236608
8313.000000,67.699699,1282.022705,0.290629
8323.000000,70.688339,1156.444824,0.306651
8333.000000,73.888557,1020.227173,0.332667
8343.000000,77.094467,893.551819,0.309172
8363.000000,84.065674,594.697876,0.376601
8373.000000,87.758583,446.244873,0.362377
8383.000000,91.339859,301.188232,0.354109
8393.000000,94.711342,169.607620,0.321110
8403.000000,97.807968,47.167362,0.298837
8413.000000,100.562355,-59.602615,0.253313
8423.000000,102.957787,-159.079498,0.226521
8433.000000,104.873825,-233.395462,0.158585
8443.000000,106.227562,-291.033691,0.113422
8453.000000,107.174240,-325.430450,0.076933
8463.000000,107.741524,-340.904846,0.037622
8473.000000,107.845520,-334.706940,-0.015343
8483.000000,107.628899,-323.406769,-0.027637
8493.000000,107.367546,-313.279175,-0.024714
8503.000000,106.618835,-263.344696,-0.122301
8513.000000,105.462318,-218.527557,-0.109365
8523.000000,104.428116,-178.450485,-0.097798
8533.000000,103.503304,-142.612289,-0.087454
8543.000000,102.167023,-70.141037,-0.177291
8553.000000,100.490486,-4.713328,-0.158540
8563.000000,98.991272,56.165482,-0.141772
8603.000000,92.318527,357.406555,-0.133658
8613.000000,91.054596,406.385986,-0.119522
8623.000000,89.924355,450.184814,-0.106880
8633.000000,88.842125,495.028687,-0.109492
8643.000000,87.740913,540.375732,-0.110715
8653.000000,86.874199,566.640137,-0.063935
8663.000000,86.424103,577.805847,-0.027113
8673.000000,86.167709,587.741455,-0.024245
8683.000000,85.938438,596.626282,-0.021681
8693.000000,85.733414,604.571289,-0.019388
8713.000000,86.899132,535.571106,0.088251
8723.000000,87.788033,498.916565,0.089494
8733.000000,88.717293,459.535614,0.096172
8743.000000,89.663925,421.341125,0.093237
8753.000000,90.545609,387.174347,0.083376
8763.000000,91.334030,356.621460,0.074557
8773.000000,92.182129,317.945099,0.094505
8783.000000,93.190247,274.229889,0.106776
8793.000000,94.199959,235.101700,0.095483
8813.000000,95.767365,176.105377,0.069122
8823.000000,96.541176,141.237640,0.085191
8833.000000,97.346771,110.019135,0.076181
8843.000000,97.901215,95.274590,0.035836
8853.000000,98.240097,82.142441,0.032046
8863.000000,98.477333,75.622467,0.015853
8873.000000,98.518524,78.442566,-0.006976
8893.000000,98.335640,90.876251,-0.032010
8903.000000,98.032936,102.606483,-0.028625
8913.000000,97.713615,116.956566,-0.035060
8923.000000,97.382072,129.804504,-0.031352
8933.000000,97.031235,145.608551,-0.038613
8943.000000,96.594566,165.435562,-0.048445
8953.000000,96.102112,185.913651,-0.050002
8963.000000,95.574921,208.551849,-0.055290
8983.000000,94.530174,251.245804,-0.054790
8993.000000,94.066422,267.008545,-0.038418
9003.000000,93.654495,284.947205,-0.043817
9013.000000,93.257301,299.641846,-0.035844
9023.000000,92.938377,311.186920,-0.028156
9033.000000,92.672127,321.504639,-0.025178
9043.000000,92.434044,330.730865,-0.022514
9063.000000,92.284447,337.341522,-0.024963
9073.000000,92.048393,346.488983,-0.022322
9083.000000,91.837311,354.668793,-0.019961
9093.000000,91.648552,361.983795,-0.017850
9103.000000,91.479752,368.524719,-0.015961
9113.000000,91.328812,374.374023,-0.014274
9123.000000,91.488525,356.213593,0.044572
9133.000000,92.015884,331.477112,0.060455
9163.000000,93.212051,288.494110,0.030006
9173.000000,93.495789,277.498901,0.026831
9183.000000,93.749519,267.666443,0.023994
9193.000000,94.162384,244.112503,0.057639
9203.000000,94.635918,228.667831,0.037627
9213.000000,95.020340,212.608871,0.039213
9253.000000,96.182182,168.282425,0.022687
9263.000000,96.282272,169.052948,-0.001980
9273.000000,96.163414,177.726990,-0.021254
9283.000000,96.039680,179.383728,-0.003976
9293.000000,96.044998,177.434357,0.004794
9303.000000,96.035980,179.992126,-0.006289
9313.000000,95.916420,187.065964,-0.017314
9323.000000,95.752693,193.410507,-0.015482
9333.000000,95.551926,203.398987,-0.024422
9343.000000,95.392509,206.671021,-0.007922
9353.000000,95.223175,217.068237,-0.025454
9363.000000,94.830833,238.432434,-0.052266
9373.000000,94.390953,253.270081,-0.036160
9383.000000,94.192055,255.166306,-0.004503
9393.000000,94.077950,262.493988,-0.017944
9403.000000,93.928299,267.479401,-0.012148
9413.000000,93.813416,271.931519,-0.010864
9423.000000,93.750740,272.733032,-0.001921
9433.000000,93.738289,272.983002,-0.000605
9443.000000,93.643875,280.244843,-0.017798
9453.000000,93.541382,281.543579,-0.003112
9473.000000,93.539085,279.889038,0.005744
9483.000000,93.593399,277.784302,0.005136
9493.000000,93.581886,280.671143,-0.007097
9503.000000,93.526222,282.363190,-0.004119
9513.000000,93.595985,275.243256,0.017469
9523.000000,93.723991,271.793671,0.008385
9533.000000,93.528618,290.522491,-0.045942
9543.000000,93.002617,314.625305,-0.058897
9553.000000,92.445671,336.207703,-0.052666
9563.000000,91.947632,355.507446,-0.047096
9573.000000,91.502274,372.766235,-0.042116
9583.000000,91.104012,388.199463,-0.037661
9593.000000,90.747879,402.000031,-0.033677
9603.000000,88.641220,556.278381,-0.378033
9613.000000,84.694443,724.331848,-0.410416
9623.000000,80.458611,902.889893,-0.436035
9633.000000,76.229431,1071.078003,-0.410513
9643.000000,72.347458,1221.511230,-0.367095
9653.000000,68.876060,1356.033691,-0.328268
9663.000000,65.771828,1476.327759,-0.293548
9673.000000,63.001644,1583.444824,-0.261388
9683.000000,60.607113,1673.098877,-0.218711
9713.000000,57.211445,1774.002930,-0.025323
9723.000000,56.971981,1783.282837,-0.022645
9733.000000,56.757843,1791.580933,-0.020250
9743.000000,57.810936,1700.213135,0.224043
9753.000000,60.413097,1579.732666,0.294423
9763.000000,63.743752,1428.464966,0.369607
9773.000000,67.670921,1258.730103,0.414571
9783.000000,71.817299,1088.869019,0.414700
9793.000000,75.953453,919.869385,0.412589
9803.000000,79.855049,768.675598,0.368951
9813.000000,83.956268,584.874084,0.449055
9823.000000,88.322868,410.779266,0.424940
9833.000000,92.407074,249.836304,0.392799
9843.000000,96.253136,95.448334,0.376860
9853.000000,99.702431,-35.587189,0.314734
9863.000000,102.607147,-151.646133,0.267529
9873.000000,105.219978,-266.854218,0.255376
9883.000000,107.311615,-348.072235,0.165463
9893.000000,108.727516,-397.361176,0.119015
9903.000000,109.638390,-423.942078,0.064677
9913.000000,110.081200,-434.244598,-0.031091
9933.000000,109.677345,-404.531097,-0.041719
9943.000000,109.282837,-389.243256,-0.037306
9953.000000,108.486588,-340.371887,-0.119644
9963.000000,107.132019,-278.814484,-0.150410
